sveitarfelag,ar,hluti,heildarskuldir,eignir,tekjur,skatttekjur_an_jofnundarsjóðs,framlag_jofnunarsjods,gjold,afskriftir,fjarmagnslidir,oreglulegir_lidir,rekstrarnidurstada,breyting_lifeyrisskuldbindinga,afborganir_langtimalana,adrar_fjarmognunarhreyfingar,eigid_fe,veltufjarmunir,skammtimakrofur_eigin_fyrirtaeki,handbaert_fe,skammtimaskuldir,fjarfestingarhreyfingar,nyjar_langtimaskuldir,launagjold,veltufe,mannfjoldi,eiginfjarhlutfall,framlegd,framlegd_hlutf,handbaert_fe_per_ibui,hlutf_jofnunarsjods_skottum,jofnunarsjodur_a_ibua,launagjold_per_ibui,launagjold_hlutf_gjold,utgjold_jofnunarsjod,netto_jofnunarsjod,netto_jofnunarsjod_per_ibui,nettoskuldir,nettoskuldir_hlutf_tekjur,rekstrarnidurstada_hlutf,rekstur_3_ar,tekjur_3_ar,rekstur_3_ar_hlutf_tekjur,skattur_a_ibua,skuldahlutfall,skuldir_hlutf_tekjur,skuldir_per_ibui,timi_borga_skuldir,veltufe_hlutf_tekjur,veltufjarhlutfall,cpi,hlutf_jofnunarsjod_utgjold,skuldaaukning_2021,skuldaaukning,rekstrarnidurstada_kjortimabil,tekjur_kjortimabil,rekstrarnidurstada_hlutf_kjortimabil,rekstrarnidurstada_per_ibui_kjortimabil
Húnavatnshreppur,2019,A og B-hluti,331778000,721981000,469808000,255630000,155203000,471837000,21364000,-15582000,0,-17611000,0,-15645000,4575000,390203000,53552000,0,6047000,106635000,-100240000,80054000,181464000,9916000,371,0.5404615910945025,19335000,0.04115511017266628,16299.191374663073,0.377776371420991,418336.92722371966,489121.2938005391,0.38459044119049585,8268620.800000001,146934379.2,396049.53962264146,278226000,0.592212137724347,-0.037485526002111504,-28255000,1409553000,-0.020045361898417442,689029.6495956873,0.45953840890549746,0.7061991281544802,894280.3234501347,28.058289632916498,0.021106494567993735,0.5021990903549491,0.8682723192225333,2.908344075628862e-4,0.22912239489697028,0.5543668052954062,-66947000,2000072000,-0.033472294997380095,-178883.09953239813
Húnaþing vestra,2019,A-hluti,450786000,2298892000,1521542000,701289000,533262000,1429211000,34387000,13115000,-12810000,92636000,10096000,-14275000,175562000,1848106000,902744000,292176000,306739000,197062000,-292256000,40000000,767465000,135011000,1181,0.8039116235125443,126718000,0.08328261723961612,259728.1964436918,0.4319481333699458,451534.2929720576,649843.3530906012,0.5369850917744126,26779139.200000003,506482860.8,428859.3232853514,-159782000,-0.10501320371044638,0.06088297266851654,256183000,4460268000,0.057436683176885335,593809.483488569,0.1960883764874557,0.29626917955600307,381698.5605419136,0,0.08873300901322474,4.581015111995209,0.8682723192225333,9.419098145456206e-4,0.08171971695659797,0.4608321406665304,253064000,5987719000,0.042263840370598556,210579.57145828998
Húnaþing vestra,2019,A og B-hluti,897842000,2534973000,1683671000,691008000,533262000,1560317000,55910000,-13016000,-7418000,102920000,10096000,-44210000,-5171000,1637131000,659606000,0,308199000,234241000,-346941000,60000000,789723000,189507000,1181,0.6458179238989922,179264000,0.10647210767424277,260964.4369178662,0.43557548579970107,451534.2929720576,668690.0931414056,0.5061298441278279,29632609.6,503629390.4,426443.1756138865,238236000,0.1414979529848765,0.061128332079129474,280684000,4736511000,0.059259653360881036,585104.149026249,0.3541820761010078,0.5332645154546226,760238.7806943269,1.2571356203200936,0.11255583780916818,2.8159288937461846,0.8682723192225333,0.0010422756909542028,0.031673659734871684,0.6135461761078064,246242000,6629910000,0.03714107732985817,204902.8500104015
Hvalfjarðarsveit,2019,A-hluti,183658000,3290548000,1047942000,861340000,127091000,848518000,40449000,81414000,625687000,906525000,0,-55713000,-720000,3106890000,1139782000,0,1072141000,123525000,37015000,0,441708000,948056000,638,0.9441861963417644,239873000,0.228899118462663,1680471.7868338558,0.12857852495520677,199202.19435736677,692332.2884012539,0.5205640893887932,18443779.2,108647220.8,170293.44952978057,-956124000,-0.912382555523111,0.8650526460433879,1056094000,2716992000,0.3886997090900525,1350062.695924765,0.05581380365823563,0.17525588248204577,287865.2037617555,0,0.904683656156543,9.227136207245497,0.8682723192225333,6.487279712781946e-4,-0.1265492089579301,1.719531491381651,1387834000,3974572000,0.3491782259825712,2170186.082877248
Hvalfjarðarsveit,2019,A og B-hluti,182741000,3310177000,1055868000,861145000,127091000,856485000,41885000,81512000,625687000,906582000,0,-55713000,0,3127436000,1139782000,0,1072141000,122608000,34801000,0,441708000,949549000,638,0.9447941907638172,241268000,0.2285020476044354,1680471.7868338558,0.1286038962353122,199202.19435736677,692332.2884012539,0.5157218164941593,18583276.8,108507723.2,170074.8012539185,-957041000,-0.9064021260233287,0.8586130084442374,1887946000,2941976000,0.6417271928798876,1349757.053291536,0.05520580923618279,0.1730718233718609,286427.8996865204,0,0.899306542105642,9.296147070337987,0.8682723192225333,6.53634557616323e-4,-0.12388364357822013,1.710945911784808,1387991000,4009248000,0.3461973417458835,2170431.5871774824
Hveragerðisbær,2019,A-hluti,3872571000,4937407000,2913265000,1744466000,533957000,2748299000,89468000,-176379000,0,-11413000,45136000,-172149000,36430000,1064836000,435608000,31386000,11129000,702242000,-252643000,160000000,1588863000,195210000,2628,0.21566704952619867,254434000,0.08733637345040701,4234.779299847793,0.23435376135160152,203179.98477929985,604590.1826484018,0.5781259608215845,51273464,482683536,183669.53424657535,3468349000,1.190536734557275,-0.003917597609554915,71609000,8502517000,0.008422094304545349,663799.8477929984,0.7843329504738014,1.3292889592948118,1473581.0502283105,17.767271143896316,0.06700729250514458,0.6203103773343093,0.8682723192225333,0.0018034552420322589,0.003105468956099866,0.7673947717446165,-386317000,12212120000,-0.031633901402868626,-144810.04591884546
Hveragerðisbær,2019,A og B-hluti,3943580000,5286848000,3013714000,1740453000,533957000,2815353000,110202000,-192078000,0,6283000,45136000,-184799000,31104000,1343268000,423813000,0,11129000,546949000,-438120000,328821000,1591166000,239333000,2628,0.25407728763906207,308563000,0.10238629146627716,4234.779299847793,0.23476725832193843,203179.98477929985,605466.5144596652,0.565174597998901,53041366.400000006,480915633.6,182996.81643835618,3519767000,1.1679167299883135,0.0020848030038683168,54543000,8774799000,0.006215868876312722,662272.8310502283,0.745922712360938,1.308544871875699,1500601.2176560122,14.706567836445455,0.07941463589444785,0.7748674922159104,0.8682723192225333,0.00186563814527206,0.04877940216081278,0.7549381062857013,-378358000,12590916000,-0.03005007737324274,-141826.63293037203
Ísafjarðarbær,2019,A-hluti,5858651000,6985897300,4544414800,2605608599.9999995,987058600,4392021600,146236300,-138663700,0,13729500.000000175,175735300,-260402800,126862400.00000001,1127246100,1511965700,186467700,459634300,1456486900,-217300100,550000000,2467466800,442959000,3800,0.1613602450182026,298629500,0.06571352157377887,120956.3947368421,0.274742564521423,259752.26315789475,649333.3684210526,0.5618066177088018,79981700.48,907076899.52,238704.44724210526,4533153000,0.9975218371351137,0.0030211810770443257,43379500.00000018,13677953800,0.00317149046080271,685686.4736842104,0.8386397549817974,1.2891981163339228,1541750.2631578948,10.233798161906632,0.09747327642714305,1.038090833498056,0.8682723192225333,0.0028132177103795844,0.0796683234684652,0.8724895072381925,-1133162499.9999998,18279078800,-0.06199231987555083,-299976.8365320979
Ísafjarðarbær,2019,A og B-hluti,7827190500,9696878500.000002,5324156100,2605608599.9999995,987058600,4903605999.999999,228538300,-182198600.00000003,0,238351500.00000054,175735300,-390217000,-85382300,1869688000,1382256800,0,463258400,910404399.9999999,-163475400.00000003,550000000,2643606800,726995999.9999999,3800,0.19281338834966322,649088400.000001,0.12191385598179605,121910.1052631579,0.274742564521423,259752.26315789475,695686,0.5391148473184837,93705147.36,893353452.64,235093.0138526316,6444933700,1.210508027741711,0.04476793984308622,295952000.0000007,14788079900,0.020012875369979623,685686.4736842104,0.8071866116503368,1.4701279137927605,2059786.9736842106,8.865157029749822,0.13654671019131087,1.5182887956165416,0.8682723192225333,0.003295916172384945,0.01392549669159493,0.8882558346048197,-721981499.9999995,21023421100,-0.03434177037913204,-191126.8034414294
Kaldrananeshreppur,2019,A-hluti,30259000,336121000,131958000,74728000,32786000,126025000,5173000,716000,0,6649000,0,-3469000,-20593000,305862000,100432000,67618000,17849000,25056000,-26637000,0,75077000,11883000,103,0.9099758717842682,11106000,0.08416314281816942,173291.26213592233,0.30494633257064196,318310.67961165047,728902.9126213592,0.5957310057528268,2322460.8000000003,30463539.2,295762.5165048544,-2555000,-0.019362221312841967,0.05038724442625684,8672000,384596000,0.022548336436156384,725514.5631067961,0.0900241282157318,0.2293078100607769,293776.6990291262,0,0.09005137998454053,4.008301404853129,0.8682723192225333,8.168853393978675e-5,-0.23496759746328488,1.004548170772193,28612000,524806000,0.05451919375921769,265540.60324825987
Kaldrananeshreppur,2019,A og B-hluti,29804000,318477000,153183000,74102000,32786000,144000000,7810000,175000,-785000,8573000,0,-3469000,0,288673000,34041000,0,17849000,24601000,-50305000,0,78206000,17436000,103,0.9064171039038926,16993000,0.11093267529686715,173291.26213592233,0.3067322805179253,318310.67961165047,759281.5533980583,0.5430972222222222,2696020.8000000003,30089979.2,292135.7203883495,-4237000,-0.02765972725432979,0.05596574032366516,17509000,419618000,0.04172604607047362,719436.8932038835,0.09358289609610737,0.1945646710144076,289359.22330097086,0,0.11382464111552848,1.3837242388520792,0.8682723192225333,9.482785958030854e-5,0.027050371422636887,1.4026071815144243,30478000,606501000,0.05025218425031451,282858.4686774942
Kjósarhreppur,2019,A-hluti,61210000,440605000,263460000,200309000,17067000,222095000,2094000,421000,0,41786000,0,-3739000,0,379395000,65037000,0,46997000,29216000,-49406000,0,42769000,44883000,238,0.8610773822357894,43459000,0.16495483185303272,197466.38655462186,0.07851372736640659,71710.08403361344,179701.6806722689,0.19257074675251581,4636896,12430104,52227.32773109244,-3827000,-0.014525924238973658,0.15860472177939725,95663000,847891000,0.11282464373368746,841634.4537815126,0.13892261776421055,0.2323312836863281,257184.87394957984,0,0.17035982691869733,2.2260747535596934,0.8682723192225333,1.6309478130750857e-4,-0.054004393036160336,0.3660140880442972,119764000,1136119000,0.10541501374415885,502155.13626834383
Kjósarhreppur,2019,A og B-hluti,544980000,846504000,373238000,200309000,17067000,325893000,13506000,-22560000,0,24785000,0,-29935000,0,301524000,155692000,0,119856000,110985000,9461000,0,66556000,50179000,238,0.35619914377250433,60851000,0.16303538224939582,503596.6386554622,0.07851372736640659,71710.08403361344,279647.0588235294,0.20422654061302328,6568988.800000001,10498011.2,44109.290756302515,389288000,1.0430020523097863,0.06640534993757334,83910000,956868000,0.08769234627973764,841634.4537815126,0.6438008562274957,1.4601407145038823,2289831.932773109,7.757986408657008,0.1344423665328825,1.4028202009280533,0.8682723192225333,2.3105279733413758e-4,-0.049808156514241975,0.9065051198626719,70259000,1477482000,0.04755320200178412,294587.00209643604
Kópavogsbær,2019,A-hluti,39712843000,59788795000,32880110000,26990076000,1748306000,30179043000,1269442000,-1203921000,0,1497146000,89648000,-6833435000,84350000,20075952000,4658856000,0,154213000,8273613000,-2845696000,6968089000,18056481000,3172669000,36975,0.33578117772736515,3970509000,0.12075716899973875,4170.736984448952,0.060835227258096855,47283.46179851251,488342.96146044624,0.5983119146621051,578689936,1169616064,31632.6183637593,35053987000,1.06611525934676,0.04553348513736724,3964945000,95555177000,0.041493774848012685,729954.7261663286,0.6642188222726348,1.207807486045515,1074045.787694388,11.048737514061505,0.09649204336603497,0.5630981289552702,0.8682723192225333,0.02035441566012611,-2.1610846401109995e-4,0.9266893491347252,2348367000,135113207000,0.017380736140768238,62943.7133131416
Kópavogsbær,2019,A og B-hluti,45515028000,75827791000,34438616000,26905836000,1748306000,31104593000,1491506000,-1697125000,101971000,1738869000,89648000,-7150286000,0,30312763000,4646009000,0,205745000,8485804000,-2871089000,6735207000,18158666000,3848463000,36975,0.3997579594531509,4825529000,0.1401197132892913,5564.435429344151,0.06101407608017019,47283.46179851251,491106.585530764,0.583793718181749,606119641.6,1142186358.4,30890.773722785667,40869019000,1.1867207149091008,0.050491837418785934,4528097000,99460627000,0.04552652779878413,727676.430020284,0.6002420405468492,1.3216276751655758,1230967.626774848,10.61956916306588,0.11174848025251653,0.5475036896916309,0.8682723192225333,0.021319208020394994,-0.012827736773026732,0.9330846967725683,3452300000,142005277000,0.02431106838374746,92532.63287678576
Langanesbyggð,2019,A-hluti,904059000,1449258000,744945000,331600000,203223000,652595000,43861000,-36770000,0,55580000,3992000,-33895000,-1234000,545199000,138465000,21350000,14147000,367793000,-249209000,168000000,338444000,113154000,504,0.376191816777965,136211000,0.1828470558229131,28069.444444444445,0.3799817883673664,403220.2380952381,671515.873015873,0.5186126157877398,13111032,190111968,377206.28571428574,786944000,1.0563786588271618,0.07460953493210908,214766000,2380679000,0.09021207815081328,657936.5079365079,0.623808183222035,1.2135916074341058,1793767.857142857,6.954628205808014,0.1518957775406238,0.37647535434333984,0.8682723192225333,4.6115782988355713e-4,0.18031677370458365,0.8563946433358562,71499000,3000041000,0.023832674286784747,145101.9786910198
Langanesbyggð,2019,A og B-hluti,787101000,1593121000,939883000,331600000,203223000,842168000,57802000,-43455000,0,54260000,3992000,-40037000,-9021000,806020000,117934000,0,14218000,181461000,-262389000,168000000,475372000,127806000,504,0.5059377159675882,155517000,0.16546421203490222,28210.31746031746,0.3799817883673664,403220.2380952381,943198.4126984127,0.5644621975662814,16541940.8,186681059.2,370398.92698412697,669167000,0.7119684045780166,0.05773058987129249,196091000,2608177000,0.07518316433278877,657936.5079365079,0.4940622840324118,0.8374457246274271,1561708.3333333333,5.235802700968655,0.13598075505142662,0.6499137555728228,0.8682723192225333,5.818341013423103e-4,0.17029951993334214,0.7843487203403258,117720000,3845652000,0.030611194148612512,238904.1095890411
Mosfellsbær,2019,A-hluti,13165571000,19133777000,11623364000,7836116000,1999906000,10861170000,388676000,-448600000,0,313594000,131147000,-882277000,678102000,5968206000,1299902000,0,10642000,3487670000,-2422394000,1500000000,5414689000,1034488000,11463,0.31191991001044905,1150870000,0.09901350418002912,928.3782604902731,0.20332467739498752,174466.19558579777,472362.2960830498,0.498536437602947,204571206.4,1795334793.6,156619.97676001047,11865669000,1.0208463745951688,0.02697962483150317,1828690000,33359486000,0.05481769113588861,683600.8025822211,0.688080089989551,1.1326816401860942,1148527.5233359504,11.470088584884504,0.08900074023320616,0.3727135881548426,0.8682723192225333,0.007195437674172808,0.1167096295025074,0.7264109983731637,-242810000,47749871000,-0.005085039915605217,-20805.895332147982
Mosfellsbær,2019,A og B-hluti,14059282000,21256747000,12421749000,7820828000,1999906000,11448185000,453206000,-542285000,-15456000,415823000,131147000,-918133000,711590000,7197465000,1372773000,0,15501000,3079898000,-2679092000,1500000000,5445993000,1238623000,11463,0.3385967288409652,1426770000,0.11486063677506284,1352.263805286574,0.20364119423252885,174466.19558579777,475093.1693274012,0.47570798340522974,218622782.4,1781283217.6,155394.15664311263,12686509000,1.021314228777284,0.03347539867372944,1541380000,35296743000,0.043669185001007034,682267.120300096,0.6614032711590347,1.1318278931573968,1226492.3667451802,10.242429698140597,0.09971405798007994,0.44572028034694655,0.8682723192225333,0.007689677509343973,0.11443608361361268,0.7237505039743448,125446000,51116605000,0.0024541144702391717,10749.212741800733
Múlaþing,2019,A-hluti,6569593000,8246618000,5947655000,3249282000,1791688000,5512510000,215070000,-318098000,0,117047000,108098000,-421703000,28500000,1677025000,1012366000,374826000,244384000,1577054000,-415791000,270000000,3229636000,577168000,4866,0.20335912249118365,650215000,0.10932291802399433,50222.77024249897,0.35542524553806115,368205.50760378136,663714.7554459515,0.5858739485279846,104678728,1687009272,346693.2330456227,5932053000,0.9973767812692566,0.019679520752296495,706090000,18014009000,0.03919671628897266,667752.1578298397,0.7966408775088163,1.1045686072914451,1350101.3152486642,10.277861905025919,0.09704127088743379,0.6419348988683964,0.8682723192225333,0.0036818928547692623,NA,0.8527443779960667,-161110000,24496544000,-0.006576846105311835,-32879.5918367347
Múlaþing,2019,A og B-hluti,9680877000,12460478000,6877419000,3230723000,1791688000,5991397000,379777000,-445249000,-14072000,426701000,108098000,-629881000,-72264000,2779601000,871383000,0,391746000,1443965000,-586108000,290000000,3388711000,1107733000,4866,0.22307338450418998,1265799000,0.184051458839428,80506.78175092478,0.35673862612996027,368205.50760378136,696405.8775174682,0.5655961372614767,121042574.4,1670645425.6,343330.33818331274,8809494000,1.2809302443256694,0.0620437696176429,951820000,19281382000,0.04936471877378914,663938.1422112618,0.77692661549581,1.407632281819677,1989493.8347718865,7.952723264541184,0.16106812744722984,0.603465457957776,0.8682723192225333,0.004257462794219632,NA,0.897586748814375,816610000,28288885000,0.02886681465176164,166655.10204081633
Mýrdalshreppur,2019,A-hluti,511200000,1446241000,715424000,544768000,87234000,596880000,19731000,9672000,0,128216000,4762000,-35142000,32585000,935041000,177665000,2501000,71428000,109695000,-109684000,0,344236000,151847000,695,0.6465319403889117,138275000,0.19327699378270788,102774.10071942446,0.13802804421504994,125516.54676258993,495303.59712230216,0.5767256399946388,12591462.4,74642537.6,107399.33467625898,336036000,0.4697018830791251,0.17921680010734892,352681000,2124464000,0.16600940284231694,783838.8489208634,0.3534680596110883,0.7145413069732075,735539.5683453238,2.212990707751882,0.21224756228474304,1.6196271480012763,0.8682723192225333,4.428828695898543e-4,-0.07737427739096647,0.9156629958945626,453547000,2978096000,0.152294284670474,646769.3404634581
Mýrdalshreppur,2019,A og B-hluti,646574000,1478609000,744029000,540685000,87234000,620365000,38600000,-27923000,239000,95980000,4762000,-39170000,-3839000,832035000,147700000,0,71428000,112423000,-68912000,0,344236000,152065000,695,0.5627146865736649,162264000,0.21808827344095458,102774.10071942446,0.13892556205497844,125516.54676258993,495303.59712230216,0.554892684145624,13094910.4,74139089.6,106674.94906474819,498874000,0.6705034346779494,0.12900034810471098,316565000,2174179000,0.14560208704067146,777964.0287769784,0.43728531342633514,0.8690172022864701,930322.3021582734,3.2806628744286983,0.2043804744169918,1.3137881038577515,0.8682723192225333,4.605907805414268e-4,-0.0685191826733238,0.9490660145550835,349995000,3160851000,0.11072809189677084,499101.60427807487
Norðurþing,2019,A-hluti,4695287000,5597757000,3617137000,2214381000,557573000,3443424000,100051000,-112553000,0,61160000,162019000,-168047000,65992000,902470000,824803000,55534000,276560000,832252000,-480056000,100000000,2136670000,375230000,3042,0.16121993148327088,273764000,0.07568527263413025,90913.87245233399,0.20114799884846574,183291.58448389216,702389.8750821828,0.620507378702129,63661611.2,493911388.8,162364.0331360947,3926018000,1.0853937796660729,0.016908400207125137,978283000,11943944000,0.08190619446976644,727935.8974358974,0.8387800685167291,1.298067228307913,1543486.8507560815,10.462964048716787,0.10373673985807007,0.9910495859427193,0.8682723192225333,0.0022391868517964686,0.006686448182563254,0.9485717645124124,525307000,15416664000,0.03407397346144406,169167.37782787214
Norðurþing,2019,A og B-hluti,7025940000,9238800000,4835778000,2202698000,557573000,4502119000,324259000,-183890000,2048000,151817000,164879000,-266727000,-76969000,2212860000,1395378000,0,580216000,1027304000,-626136000,100000000,2542806000,674830000,3042,0.23951811923626445,657918000,0.13605215127741596,190735.04273504275,0.20199936890254616,183291.58448389216,835899.4082840236,0.564802040994474,85109692.80000001,472463307.2,155313.38172255096,5630562000,1.1643549393706658,0.03139453465398949,669751000,13173689000,0.05084004943490013,724095.3320184089,0.7604818807637356,1.452907887831079,2309644.9704142013,8.343674703258598,0.13954941686735825,1.35829121662137,0.8682723192225333,0.0029935859536994658,-0.026459596102377136,0.9672645741762383,573815000,20263670000,0.028317427198528203,184788.66435874728
Rangárþing eystra,2019,A-hluti,822540000,3142473000,1940016000,1220174000,441261000,1800854000,83627000,-13759000,0,125403000,18397000,-67463000,-20293000,2319933000,397687000,74585000,104960000,239047000,-100268000,0,951114000,233637000,1924,0.7382507343738515,222789000,0.11483874359799094,54553.01455301455,0.26559028791376127,229345.6340956341,494341.9958419958,0.5281460906880846,34144281.6,407116718.4,211599.12598752597,499438000,0.2574401448235478,0.06464018853452755,670983000,5679577000,0.1181396079320696,634186.0706860707,0.26174926562614853,0.4239861939282975,427515.5925155925,2.1376665511027793,0.12043045005814385,1.6636351847126298,0.8682723192225333,0.0012009659350681985,-0.1617838179215807,0.6742910451125909,333506000,7847010000,0.04250102905437867,175367.95057184173
Rangárþing eystra,2019,A og B-hluti,993590000,3245527000,2064568000,1215566000,441261000,1866376000,94138000,-32104000,-508000,165580000,18397000,-72662000,-57290000,2251937000,321774000,0,104960000,211451000,-112135000,0,951114000,291298000,1924,0.693858655312373,292330000,0.14159378620612156,54553.01455301455,0.2663289528719655,229345.6340956341,494341.9958419958,0.5096047098762522,36336396.800000004,404924603.2,210459.77297297298,671816000,0.3254026992571812,0.08020079745496395,586954000,5942065000,0.09877946471470776,631791.0602910602,0.306141344687627,0.4812580646411259,516418.91891891893,2.3062842861948933,0.1410939237651654,1.521742625951166,0.8682723192225333,0.0012780697884099308,-0.16039606524230032,0.7980283617764984,537540000,8406709000,0.06394178744619328,282655.4489286184
Rangárþing ytra,2019,A-hluti,1239056000,3202055000,1854665000,1228045000,323216000,1631451000,61084000,-62426000,0,160788000,2633000,-82213000,-83517000,1962999000,386883000,109033000,33037000,305526000,-243293000,0,886918000,251555000,1636,0.6130434986282247,284298000,0.15328806010789012,20193.765281173593,0.20835694315785674,197564.79217603913,542125.9168704157,0.5436375349305618,32642104.000000004,290573896,177612.40586797066,961206000,0.5182639452407847,0.08669382341285353,593102000,5666214000,0.10467342038263998,750638.7530562347,0.3869565013717753,0.6680753667104302,757369.1931540342,3.821057025302618,0.1356336589087517,1.2662850297519688,0.8682723192225333,0.0011481294411815471,-0.09501338566460271,0.8675040257648954,516417000,7602090000,0.06793092425898667,309788.2423515297
Rangárþing ytra,2019,A og B-hluti,1768976000,3908893000,2011181000,1220550000,323216000,1747458000,109690000,-101618000,1602000,163707000,2633000,-103065000,-1397000,2139917000,320194000,0,62044000,363934000,-476617000,0,896405000,317086000,1636,0.5474483440708149,373413000,0.18566852013816756,37924.20537897311,0.20936851828580239,197564.79217603913,547924.8166259169,0.5129765636713444,35396785.6,287819214.4,175928.6151589242,1448782000,0.7203638061417644,0.08139844200994341,558273000,5892913000,0.09473633837798047,746057.4572127139,0.4525516559291851,0.8795707596680756,1081281.173594132,4.569050667642217,0.15766159286508774,0.8798133727544005,0.8682723192225333,0.00124502059274583,-0.022454592526403028,0.8904907984725031,554118000,8442237000,0.06563639471386554,332404.31913617277
Reykhólahreppur,2019,A-hluti,207829000,582972000,423239000,144160000,193030000,475692000,11258000,-744000,0,-53197000,0,-7538000,-18337000,375143000,135357000,98834000,7824000,119554000,-118240000,40000000,273759000,-40613000,258,0.6435008885503934,-41195000,-0.09733271272259882,30325.581395348836,0.5724665618790593,748178.2945736434,1061081.3953488371,0.5754963295577811,7449006.4,185580993.6,719306.176744186,171306000,0.40475003485028554,-0.12569021285845586,-80342000,1429838000,-0.056189582316318355,558759.6899224806,0.35649911144960655,0.49104406730003614,805538.7596899224,100000,-0.09595760315093836,1.1321829466182645,0.8682723192225333,2.620058913907562e-4,0.577804802662119,1.4371709247920956,-18356466.999999948,1832388941,-0.010017778752791516,-71218.10669253132
Reykhólahreppur,2019,A og B-hluti,256537000,706039000,578116000,142239000,193030000,625668000,20162000,-4671000,0,-52223000,0,-8452000,-13897000,449502000,154620000,98834000,19632000,147826000,-131631000,40000000,383628000,-30042000,258,0.6366532160404736,-27390000,-0.04737803485805617,76093.02325581395,0.5757466392657836,748178.2945736434,1486930.2325581396,0.6131494658508986,10174841.600000001,182855158.4,708740.9240310078,200751000,0.34725037881670806,-0.09033308194203239,-125369000,1577067000,-0.07949503730659509,551313.9534883721,0.36334678395952635,0.4437465837306008,994329.4573643411,100000,-0.051965349514630284,1.0459594387996698,0.8682723192225333,3.578824208243059e-4,0.40192493373424343,1.4811023585679084,-9862426.999999903,2519176694,-0.00391494055319325,-38263.53831231776
Reykjanesbær,2019,A-hluti,26472412000,36165790000,17316246000,12170055000,2626015000,13763074000,503677000,1760059000,0,5313231000,281855000,-810187000,-188422000,9693378000,8391618000,724982000,6266143000,5133062000,1937129000,0,7444274000,808968000,18920,0.2680261650581945,4056849000,0.23427993573202877,331191.49048625794,0.17748057423356337,138795.71881606765,393460.57082452433,0.5408874499984524,304765929.6,2321249070.4,122687.58300211417,18805776000,1.0860192214871514,0.3068350380330702,10363479000,56165797000,0.1845158362125619,643237.5792811839,0.7319738349418055,1.5287616034098845,1399176.109936575,23.246625330050136,0.04671728502817528,1.6348171909865885,0.8682723192225333,0.010719613430642299,-0.11765690306738119,0.9497080855450092,10243020000,68691130000,0.14911706940910713,540371.9237160719
Reykjanesbær,2019,A og B-hluti,43974543000,68818634000,25287897000,12117198000,2626015000,19392112000,1592456000,752457000,-1094854000,5553388000,285079000,-2701738000,566459000,24844091000,11572330000,0,8542430000,5518247000,209610000,100000000,8835894000,2700511000,18920,0.3610081972856363,7488241000,0.2961195626508602,451502.6427061311,0.17811687316733468,138795.71881606765,467013.42494714586,0.4556437174042724,445066987.20000005,2180948012.8,115272.09369978859,32402213000,1.2813328447201442,0.21960655723961545,13240124000,65791525000,0.20124361002423943,640443.868921776,0.6389918027143637,1.7389561101106985,2324235.88794926,11.998548793172848,0.10679065167024368,2.097102576234808,0.8682723192225333,0.015654459997501716,-0.12202880103549518,0.9711767427530911,7070590000,100395829000,0.07042712899955236,373009.94434333046
Reykjavíkurborg,2019,A-hluti,112201390300.00002,209867764809.99997,123349574870,99313039260,7493930770,122419719779.99998,5329220800,428429899.9999999,0,1358284990.0000184,3198942800,-1608643600,-3504853700,97666374400,23876804010,441818720,8840324260,20463670400.000004,-13914544200,4267504300,68167388280,12403688600,128793,0.4653710134494476,6259075890.000015,0.05074258177700694,68639.78834253414,0.07016331207499941,58185.85458837049,529278.6741515455,0.5568333958164857,2170952517.712,5322978252.288,41329.7170831334,88766405010.00002,0.7196328410823651,0.011011671434064816,18425445790.000046,423108983770,0.04354775364452207,771105.8773380541,0.5346289865505525,0.9096212161108036,871176.1532070844,7.1564522355067846,0.10055720591718648,1.1667899034378504,0.8682723192225333,0.07635949266604723,0.0070944602932347944,0.7760222137299486,-3609091310.000003,514075588670,-0.007020545984953943,-27803.30418772343
Reykjavíkurborg,2019,A og B-hluti,345022394770,688914922100,185211459630,98642200390,7493930770,164797043100,18988531200,-12857633600,3642601000,11199383930.000002,3272785600,-20581728200,-5002261100,343892527400,56002511500,0,21946655400,49052897269.99999,-48811242000,31390721600,83294290200,36167658300.00001,128793,0.4991799660133969,39402947730,0.21274573295149188,170402.54827513918,0.07060678289378114,58185.85458837049,646729.9480561832,0.5054355869082945,3259721689.4880004,4234209080.5119996,32876.08084687832,289019883270,1.5604859647852234,0.060468093887782084,24899320720.000023,488528804700,0.05096796848097916,765897.2179388631,0.5008200339866031,1.862856625930474,2678890.89290567,7.9911140741450755,0.19527764843629405,1.1416759175660411,0.8682723192225333,0.11465506150459008,0.0324588324168138,0.8470916455444019,44165375229.99999,758697323930,0.05821211415538727,340236.1582491063
Seltjarnarnesbær,2019,A-hluti,5022914900,9294875900,4372657400,3264665100,351026500,4455470100.000001,142681900,-12680000,0,-95492700.00000018,117641200,-69341000,160586200,4271961000,752548100.0000001,57674900,32139000,908940200,-500154000,0,2566606000,204080000,4664,0.45960387701357047,59869199.99999905,0.01369171982236684,6890.866209262435,0.09708419268944288,75262.97169811321,550301.4579759863,0.5760572829340723,76958770.24000001,274067729.76,58762.377735849055,4328041700,0.9897966623225501,-0.021838596364764404,-533317700.0000002,12802619400,-0.041656920614229945,699971.076329331,0.5403961229864296,1.1487099126494567,1076954.3096054888,21.207573990591925,0.04667184765035559,0.8279401659207065,0.8682723192225333,0.0027068913777638314,0.4942883814700345,0.824073475852499,-1270136900.0000014,17491091600,-0.0726162168174799,-271977.92291220586
